plotid,sampleid,lon,lat,email,flagged,collection_time,analysis_duration,imagery_title,imagery_attributions,sample_geom,pl_scene,Type of vegetation:,Confidence:
226,226,-120.04376310896677,34.466729536398034,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 01:00,4.8 secs,NAIP 2020,,POINT(-120.04376310896677 34.466729536398034),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
227,227,-120.02264981243502,34.46200897834572,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 19:03,34.0 secs,NAIP 2020,,POINT(-120.02264981243502 34.46200897834572),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
228,228,-120.00718563734681,34.46810481229617,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 01:00,5.4 secs,NAIP 2020,,POINT(-120.00718563734681 34.46810481229617),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
229,229,-120.00670580137181,34.469472176336225,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 01:00,6.4 secs,NAIP 2020,,POINT(-120.00670580137181 34.469472176336225),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
230,230,-120.02334061319966,34.45928918651348,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 01:01,13.0 secs,NAIP 2020,,POINT(-120.02334061319966 34.45928918651348),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
231,231,-120.044921033326,34.46611395951931,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 01:01,39.5 secs,NAIP 2020,,POINT(-120.044921033326 34.46611395951931),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
232,232,-119.99853878260872,34.45720036531515,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 19:04,39.2 secs,NAIP 2020,,POINT(-119.99853878260872 34.45720036531515),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
233,233,-120.02278413431729,34.46962180567193,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 19:04,36.1 secs,NAIP 2020,,POINT(-120.02278413431729 34.46962180567193),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
234,234,-120.03213073730501,34.470303594094545,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 01:02,9.3 secs,NAIP 2020,,POINT(-120.03213073730501 34.470303594094545),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
235,235,-120.05396382066027,34.467446541322374,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 01:02,6.6 secs,NAIP 2020,,POINT(-120.05396382066027 34.467446541322374),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
236,236,-120.01998850379945,34.467806727920056,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 01:02,6.6 secs,NAIP 2020,,POINT(-120.01998850379945 34.467806727920056),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
237,237,-120.01268993155296,34.46628715978258,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 01:02,14.7 secs,NAIP 2020,,POINT(-120.01268993155296 34.46628715978258),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
238,238,-120.04165799533826,34.46550494657564,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 19:05,32.5 secs,NAIP 2020,,POINT(-120.04165799533826 34.46550494657564),ca_m_3412040_ne_10_060_20200522,non-iceplant,Low confidence
239,239,-120.03086158090626,34.46576217018098,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:18,22.7 secs,NAIP 2020,,POINT(-120.03086158090626 34.46576217018098),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
240,240,-120.02655028052068,34.45973513155929,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 19:05,24.9 secs,NAIP 2020,,POINT(-120.02655028052068 34.45973513155929),ca_m_3412040_ne_10_060_20200522,non-iceplant,Low confidence
241,241,-120.02712827320106,34.468656771313945,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:18,11.2 secs,NAIP 2020,,POINT(-120.02712827320106 34.468656771313945),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
242,242,-120.06290505077017,34.4633027001983,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:18,10.6 secs,NAIP 2018,,POINT(-120.06290505077017 34.4633027001983),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
243,243,-120.02711497625965,34.460013886741145,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 19:06,35.1 secs,NAIP 2020,,POINT(-120.02711497625965 34.460013886741145),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
244,244,-120.06231137767432,34.46850213439886,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:18,11.1 secs,NAIP 2018,,POINT(-120.06231137767432 34.46850213439886),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
245,245,-120.02642299239025,34.46497814324935,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:19,5.5 secs,NAIP 2018,,POINT(-120.02642299239025 34.46497814324935),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
246,246,-120.06356045461514,34.462301675843456,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 19:07,76.4 secs,NAIP 2020,,POINT(-120.06356045461514 34.462301675843456),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
247,247,-120.01090370162036,34.46711960737968,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:19,10.2 secs,NAIP 2020,,POINT(-120.01090370162036 34.46711960737968),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
248,248,-119.9982434129321,34.463623595283885,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:19,4.3 secs,NAIP 2020,,POINT(-119.9982434129321 34.463623595283885),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
249,249,-120.05242154256881,34.46506749396704,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:19,8.7 secs,NAIP 2018,,POINT(-120.05242154256881 34.46506749396704),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
250,250,-120.04682232741753,34.464786214467054,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:19,10.7 secs,NAIP 2020,,POINT(-120.04682232741753 34.464786214467054),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
251,251,-120.05479377487987,34.468542829485045,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:19,10.3 secs,NAIP 2018,,POINT(-120.05479377487987 34.468542829485045),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
252,252,-120.02482860899802,34.46592904524715,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:20,7.8 secs,NAIP 2018,,POINT(-120.02482860899802 34.46592904524715),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
253,253,-120.01257114340866,34.465040336640314,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:20,9.6 secs,NAIP 2020,,POINT(-120.01257114340866 34.465040336640314),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
254,254,-120.02332867844149,34.4621985919867,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:20,13.2 secs,NAIP 2018,,POINT(-120.02332867844149 34.4621985919867),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
255,255,-120.05332156921583,34.467512174026965,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 19:09,86.3 secs,NAIP 2020,,POINT(-120.05332156921583 34.467512174026965),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
256,256,-120.04312708206054,34.46717385283253,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:20,11.1 secs,NAIP 2018,,POINT(-120.04312708206054 34.46717385283253),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
257,257,-120.02090799853083,34.460495435123434,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 19:09,42.6 secs,NAIP 2020,,POINT(-120.02090799853083 34.460495435123434),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
258,258,-120.06242654717559,34.468569805419364,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:21,6.1 secs,NAIP 2020,,POINT(-120.06242654717559 34.468569805419364),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
259,259,-120.05326672414996,34.465358307631945,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:21,10.2 secs,NAIP 2018,,POINT(-120.05326672414996 34.465358307631945),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
260,260,-120.0433681603257,34.4657086083475,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:21,4.5 secs,NAIP 2018,,POINT(-120.0433681603257 34.4657086083475),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
261,261,-120.00724188669435,34.464336585420554,,,,,,,POINT(-120.00724188669435 34.464336585420554),ca_m_3412040_ne_10_060_20200522,,
262,262,-120.00367180623866,34.462464307526695,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:21,9.9 secs,NAIP 2018,,POINT(-120.00367180623866 34.462464307526695),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
263,263,-120.00034781120311,34.464118788918924,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:22,12.2 secs,NAIP 2020,,POINT(-120.00034781120311 34.464118788918924),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
264,264,-120.06245836741306,34.47064199252835,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:22,4.2 secs,NAIP 2020,,POINT(-120.06245836741306 34.47064199252835),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
265,265,-120.06203710732906,34.46235698722753,,,,,,,POINT(-120.06203710732906 34.46235698722753),ca_m_3412040_ne_10_060_20200522,,
266,266,-119.99740143227343,34.46306747120487,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:22,6.2 secs,NAIP 2020,,POINT(-119.99740143227343 34.46306747120487),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
267,267,-120.02212851378941,34.46069285638585,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:22,4.7 secs,NAIP 2020,,POINT(-120.02212851378941 34.46069285638585),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
268,268,-120.04600640233409,34.46700014854041,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:22,4.3 secs,NAIP 2020,,POINT(-120.04600640233409 34.46700014854041),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
269,269,-120.00255932573972,34.46016010642952,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 19:10,40.0 secs,NAIP 2020,,POINT(-120.00255932573972 34.46016010642952),ca_m_3412040_ne_10_060_20200522,non-iceplant,Low confidence
270,270,-120.02913498002302,34.46602305294851,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:23,23.3 secs,NAIP 2020,,POINT(-120.02913498002302 34.46602305294851),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
271,271,-120.0227531183198,34.458182379744564,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:23,7.0 secs,NAIP 2020,,POINT(-120.0227531183198 34.458182379744564),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
272,272,-120.05392847596612,34.469565781432465,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:23,8.3 secs,NAIP 2020,,POINT(-120.05392847596612 34.469565781432465),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
273,273,-119.99700688032533,34.46205182241907,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:23,3.7 secs,NAIP 2020,,POINT(-119.99700688032533 34.46205182241907),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
274,274,-120.02865141144811,34.46584903877037,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:23,14.6 secs,NAIP 2018,,POINT(-120.02865141144811 34.46584903877037),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
275,275,-120.02615446519599,34.460769309296516,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:23,7.5 secs,NAIP 2020,,POINT(-120.02615446519599 34.460769309296516),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
276,276,-120.00151923666374,34.46276843109554,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:24,4.5 secs,NAIP 2020,,POINT(-120.00151923666374 34.46276843109554),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
277,277,-120.01023970580312,34.46962363777763,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:24,19.9 secs,Mapbox Satellite,,POINT(-120.01023970580312 34.46962363777763),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
278,278,-120.03095962161368,34.46299546961863,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 19:11,28.4 secs,NAIP 2020,,POINT(-120.03095962161368 34.46299546961863),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
279,279,-120.0237195539786,34.46038550068163,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:24,12.2 secs,NAIP 2018,,POINT(-120.0237195539786 34.46038550068163),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
280,280,-120.01512393956844,34.467065978353936,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:24,7.5 secs,NAIP 2020,,POINT(-120.01512393956844 34.467065978353936),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
281,281,-120.03973513499466,34.47132103912543,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:24,4.9 secs,NAIP 2020,,POINT(-120.03973513499466 34.47132103912543),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
282,282,-120.00627732092123,34.462457889750496,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:25,4.9 secs,NAIP 2020,,POINT(-120.00627732092123 34.462457889750496),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
283,283,-120.04474846532727,34.46748892278279,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:25,30.8 secs,NAIP 2020,,POINT(-120.04474846532727 34.46748892278279),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
284,284,-120.0264659128851,34.46211275710679,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 19:12,51.2 secs,NAIP 2020,,POINT(-120.0264659128851 34.46211275710679),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
285,285,-120.05631373002616,34.467843929740674,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:25,9.9 secs,NAIP 2020,,POINT(-120.05631373002616 34.467843929740674),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
286,286,-120.04460214010123,34.47034100945871,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:25,6.2 secs,NAIP 2020,,POINT(-120.04460214010123 34.47034100945871),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
287,287,-120.0012263392654,34.45964063799308,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:26,4.8 secs,NAIP 2020,,POINT(-120.0012263392654 34.45964063799308),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
288,288,-120.0563371359418,34.46680608027227,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:26,5.5 secs,NAIP 2020,,POINT(-120.0563371359418 34.46680608027227),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
289,289,-120.02340619243266,34.46258988269456,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:26,6.1 secs,NAIP 2020,,POINT(-120.02340619243266 34.46258988269456),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
290,290,-120.00846923085587,34.46598915253534,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:26,8.6 secs,NAIP 2018,,POINT(-120.00846923085587 34.46598915253534),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
291,291,-120.02022186274986,34.46748792067132,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:26,10.6 secs,NAIP 2020,,POINT(-120.02022186274986 34.46748792067132),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
292,292,-120.01950910352,34.46255974828881,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:26,6.1 secs,NAIP 2020,,POINT(-120.01950910352 34.46255974828881),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
293,293,-120.01589058074691,34.46845843082665,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:26,4.7 secs,NAIP 2020,,POINT(-120.01589058074691 34.46845843082665),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
294,294,-120.03662015386166,34.468368242620365,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 19:12,49.6 secs,NAIP 2020,,POINT(-120.03662015386166 34.468368242620365),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
295,295,-120.04753433161807,34.46941137655804,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 19:13,36.3 secs,NAIP 2020,,POINT(-120.04753433161807 34.46941137655804),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
296,296,-120.03880802369852,34.4676208682132,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:27,23.3 secs,NAIP 2020,,POINT(-120.03880802369852 34.4676208682132),ca_m_3412040_ne_10_060_20200522,non-iceplant,Low confidence
297,297,-120.02134491494564,34.46951099619068,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:27,16.0 secs,NAIP 2020,,POINT(-120.02134491494564 34.46951099619068),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
298,298,-119.99795297704053,34.46279979964329,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:27,5.5 secs,NAIP 2020,,POINT(-119.99795297704053 34.46279979964329),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
299,299,-120.02395902366811,34.45842269278545,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:27,5.4 secs,NAIP 2020,,POINT(-120.02395902366811 34.45842269278545),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
300,300,-119.81547240659151,34.422967788770436,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:28,6.0 secs,NAIP 2020,,POINT(-119.81547240659151 34.422967788770436),ca_m_3411934_sw_11_060_20200521,non-iceplant,High confidence
301,301,-119.81415857545288,34.419017293231114,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:28,4.6 secs,NAIP 2020,,POINT(-119.81415857545288 34.419017293231114),ca_m_3411934_sw_11_060_20200521,non-iceplant,High confidence
302,302,-119.86963911675065,34.40486037626988,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:28,4.9 secs,NAIP 2020,,POINT(-119.86963911675065 34.40486037626988),ca_m_3411934_sw_11_060_20200521,non-iceplant,High confidence
303,303,-119.84067151935368,34.42178436355219,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:28,7.6 secs,NAIP 2020,,POINT(-119.84067151935368 34.42178436355219),ca_m_3411934_sw_11_060_20200521,non-iceplant,High confidence
304,304,-119.85668530570189,34.413460527959785,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:28,3.9 secs,NAIP 2020,,POINT(-119.85668530570189 34.413460527959785),ca_m_3411934_sw_11_060_20200521,non-iceplant,High confidence
305,305,-119.81727551033958,34.41951880519455,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:28,4.3 secs,NAIP 2020,,POINT(-119.81727551033958 34.41951880519455),ca_m_3411934_sw_11_060_20200521,non-iceplant,High confidence
306,306,-119.86021828161365,34.40510279545925,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:28,2.0 secs,NAIP 2020,,POINT(-119.86021828161365 34.40510279545925),ca_m_3411934_sw_11_060_20200521,non-iceplant,High confidence
307,307,-119.86537257453618,34.40489014482281,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:28,2.7 secs,NAIP 2020,,POINT(-119.86537257453618 34.40489014482281),ca_m_3411934_sw_11_060_20200521,non-iceplant,High confidence
308,308,-119.87067663654517,34.41249453147297,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 19:13,21.8 secs,NAIP 2020,,POINT(-119.87067663654517 34.41249453147297),ca_m_3411934_sw_11_060_20200521,non-iceplant,Low confidence
309,309,-119.82934391345141,34.424188918602205,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:29,8.1 secs,NAIP 2020,,POINT(-119.82934391345141 34.424188918602205),ca_m_3411934_sw_11_060_20200521,non-iceplant,High confidence
310,310,-119.87763086737876,34.41394816741181,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:29,5.7 secs,NAIP 2020,,POINT(-119.87763086737876 34.41394816741181),ca_m_3411934_sw_11_060_20200521,non-iceplant,High confidence
311,311,-119.84557818005901,34.418663052601154,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:29,4.1 secs,NAIP 2020,,POINT(-119.84557818005901 34.418663052601154),ca_m_3411934_sw_11_060_20200521,non-iceplant,High confidence
312,312,-119.86478026262618,34.415834733452016,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:29,8.7 secs,NAIP 2018,,POINT(-119.86478026262618 34.415834733452016),ca_m_3411934_sw_11_060_20200521,non-iceplant,High confidence
313,313,-119.84982519193423,34.40515622218243,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:29,3.8 secs,NAIP 2018,,POINT(-119.84982519193423 34.40515622218243),ca_m_3411934_sw_11_060_20200521,non-iceplant,High confidence
314,314,-119.84119013688006,34.41898147539835,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:29,6.5 secs,NAIP 2020,,POINT(-119.84119013688006 34.41898147539835),ca_m_3411934_sw_11_060_20200521,non-iceplant,High confidence
315,315,-119.85304008266466,34.40912685434312,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:29,5.3 secs,NAIP 2020,,POINT(-119.85304008266466 34.40912685434312),ca_m_3411934_sw_11_060_20200521,non-iceplant,High confidence
316,316,-119.87595215802659,34.404949994538825,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:29,3.7 secs,NAIP 2020,,POINT(-119.87595215802659 34.404949994538825),ca_m_3411934_sw_11_060_20200521,non-iceplant,High confidence
317,317,-119.8711343782391,34.41595607044386,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:30,16.3 secs,NAIP 2020,,POINT(-119.8711343782391 34.41595607044386),ca_m_3411934_sw_11_060_20200521,non-iceplant,High confidence
318,318,-119.83032842345612,34.42280315503065,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:30,7.1 secs,NAIP 2020,,POINT(-119.83032842345612 34.42280315503065),ca_m_3411934_sw_11_060_20200521,non-iceplant,High confidence
319,319,-119.87649515154425,34.4042286988007,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:30,3.3 secs,NAIP 2020,,POINT(-119.87649515154425 34.4042286988007),ca_m_3411934_sw_11_060_20200521,non-iceplant,High confidence
320,320,-119.82958221605712,34.42273930363524,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:30,8.6 secs,NAIP 2020,,POINT(-119.82958221605712 34.42273930363524),ca_m_3411934_sw_11_060_20200521,non-iceplant,High confidence
321,321,-119.81890181633823,34.42344042245459,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:30,3.5 secs,NAIP 2020,,POINT(-119.81890181633823 34.42344042245459),ca_m_3411934_sw_11_060_20200521,non-iceplant,High confidence
322,322,-119.85882233465804,34.40530852321334,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:30,4.0 secs,NAIP 2020,,POINT(-119.85882233465804 34.40530852321334),ca_m_3411934_sw_11_060_20200521,non-iceplant,High confidence
323,323,-119.84566358990831,34.415599803551885,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:30,15.5 secs,NAIP 2020,,POINT(-119.84566358990831 34.415599803551885),ca_m_3411934_sw_11_060_20200521,non-iceplant,High confidence
324,324,-119.86761556230768,34.41401046719612,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:30,3.8 secs,NAIP 2020,,POINT(-119.86761556230768 34.41401046719612),ca_m_3411934_sw_11_060_20200521,non-iceplant,High confidence
325,325,-119.85790477156235,34.41630938188037,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:30,5.4 secs,NAIP 2020,,POINT(-119.85790477156235 34.41630938188037),ca_m_3411934_sw_11_060_20200521,non-iceplant,High confidence
326,326,-119.83739573424032,34.41948607977305,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:31,5.1 secs,NAIP 2020,,POINT(-119.83739573424032 34.41948607977305),ca_m_3411934_sw_11_060_20200521,non-iceplant,High confidence
327,327,-119.81992276022633,34.42022037545083,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:31,4.2 secs,NAIP 2020,,POINT(-119.81992276022633 34.42022037545083),ca_m_3411934_sw_11_060_20200521,non-iceplant,High confidence
328,328,-119.81064721935135,34.421353488456305,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:31,4.0 secs,NAIP 2020,,POINT(-119.81064721935135 34.421353488456305),ca_m_3411934_sw_11_060_20200521,non-iceplant,High confidence
329,329,-119.81093664906079,34.41693879268297,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:31,13.3 secs,NAIP 2018,,POINT(-119.81093664906079 34.41693879268297),ca_m_3411934_sw_11_060_20200521,non-iceplant,High confidence
330,330,-119.8782051149961,34.41870497840816,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:31,8.1 secs,NAIP 2020,,POINT(-119.8782051149961 34.41870497840816),ca_m_3411934_sw_11_060_20200521,non-iceplant,High confidence
331,331,-119.82023191878342,34.42359363136203,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:31,9.5 secs,NAIP 2020,,POINT(-119.82023191878342 34.42359363136203),ca_m_3411934_sw_11_060_20200521,non-iceplant,High confidence
332,332,-119.84710447222018,34.40805371996161,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:31,6.6 secs,NAIP 2020,,POINT(-119.84710447222018 34.40805371996161),ca_m_3411934_sw_11_060_20200521,non-iceplant,High confidence
333,333,-119.84373407945301,34.410079266354636,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:31,7.2 secs,NAIP 2020,,POINT(-119.84373407945301 34.410079266354636),ca_m_3411934_sw_11_060_20200521,non-iceplant,High confidence
334,334,-119.85245362951116,34.415874223225075,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:32,4.8 secs,NAIP 2020,,POINT(-119.85245362951116 34.415874223225075),ca_m_3411934_sw_11_060_20200521,non-iceplant,High confidence
335,335,-119.83411668059478,34.421530887459035,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:32,7.1 secs,NAIP 2020,,POINT(-119.83411668059478 34.421530887459035),ca_m_3411934_sw_11_060_20200521,non-iceplant,High confidence
336,336,-119.87399233042979,34.41384447395649,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:32,15.7 secs,NAIP 2020,,POINT(-119.87399233042979 34.41384447395649),ca_m_3411934_sw_11_060_20200521,non-iceplant,High confidence
337,337,-119.84840844805755,34.41302087788777,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:32,4.3 secs,NAIP 2020,,POINT(-119.84840844805755 34.41302087788777),ca_m_3411934_sw_11_060_20200521,non-iceplant,High confidence
338,338,-119.8773768318113,34.40425121771741,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:32,3.8 secs,NAIP 2020,,POINT(-119.8773768318113 34.40425121771741),ca_m_3411934_sw_11_060_20200521,non-iceplant,High confidence
339,339,-119.8428039077831,34.416142302014215,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:32,3.3 secs,NAIP 2020,,POINT(-119.8428039077831 34.416142302014215),ca_m_3411934_sw_11_060_20200521,non-iceplant,High confidence
